Currency,Date,Open,High,Low,Close,Volume,Market Cap
ethereum,"Nov 09, 2019",184.31,185.84,183.9,185.03,"7,277,418,704","20,074,095,541"
ethereum,"Nov 08, 2019",187.92,188.82,182.54,184.21,"9,176,780,911","19,983,058,356"
ethereum,"Nov 07, 2019",191.5,191.86,186.57,187.98,"9,081,247,799","20,389,037,934"
ethereum,"Nov 06, 2019",189.11,193.55,188.67,191.59,"10,156,458,684","20,778,894,603"
ethereum,"Nov 05, 2019",186.31,191.26,184.33,189.3,"10,024,177,342","20,528,094,420"
ethereum,"Nov 04, 2019",182.32,188.02,181.82,186.36,"10,551,917,945","20,205,859,402"
ethereum,"Nov 03, 2019",183.99,185.02,179.82,182.43,"8,760,247,744","19,777,347,724"
ethereum,"Nov 02, 2019",184.02,185.71,182.8,183.93,"8,087,991,830","19,937,622,287"
ethereum,"Nov 01, 2019",183.8,185.06,181.09,183.97,"9,145,611,130","19,940,014,311"
ethereum,"Oct 31, 2019",184.8,188.75,180.07,183.97,"9,607,939,606","19,937,256,794"
ethereum,"Oct 30, 2019",190.34,191.11,181.55,184.69,"10,484,902,804","20,013,431,227"
ethereum,"Oct 29, 2019",182.67,191.85,182.36,190.34,"10,622,761,958","20,623,205,054"
ethereum,"Oct 28, 2019",184.4,187.88,180.25,182.66,"10,406,734,124","19,788,729,316"
ethereum,"Oct 27, 2019",179.93,188.16,177.68,184.24,"10,815,941,952","19,957,408,085"
ethereum,"Oct 26, 2019",181.67,195.94,176.13,179.84,"13,831,784,986","19,477,741,705"
ethereum,"Oct 25, 2019",162.19,183,161.97,181.52,"10,358,594,018","19,658,140,299"
ethereum,"Oct 24, 2019",162.51,164.15,160.89,162.17,"7,300,917,537","17,560,021,218"
ethereum,"Oct 23, 2019",172.26,172.42,157.46,162.4,"9,624,925,919","17,583,244,177"
ethereum,"Oct 22, 2019",174.91,175.65,172.27,172.3,"6,990,951,966","18,652,588,580"
ethereum,"Oct 21, 2019",175.52,177.74,173.29,174.92,"6,815,820,627","18,933,882,640"
ethereum,"Oct 20, 2019",172.97,176.72,171.21,175.53,"6,801,091,120","18,997,957,789"
ethereum,"Oct 19, 2019",173.65,175.61,172.22,172.91,"6,551,453,871","18,711,940,303"
ethereum,"Oct 18, 2019",177.99,178.18,171.01,173.62,"7,566,257,807","18,786,275,035"
ethereum,"Oct 17, 2019",175.91,178.9,174.57,178.03,"6,737,237,423","19,260,755,682"
ethereum,"Oct 16, 2019",181.34,181.67,174.06,176.01,"7,691,244,590","19,040,429,002"
ethereum,"Oct 15, 2019",186.98,187.76,179.46,181.41,"7,731,456,579","19,621,350,993"
ethereum,"Oct 14, 2019",182.03,187.3,181.66,186.96,"7,276,520,699","20,219,637,357"
litecoin,"Dec 04, 2019",45.4,46.54,44.58,45.19,"2,951,880,019","2,882,011,362"
litecoin,"Dec 03, 2019",45.78,46.62,44.76,45.38,"2,557,212,174","2,893,726,010"
litecoin,"Dec 02, 2019",47.65,47.81,45.32,45.82,"2,680,452,035","2,921,144,389"
litecoin,"Dec 01, 2019",47.46,48.3,46.24,47.71,"2,781,413,686","3,041,545,709"
litecoin,"Nov 30, 2019",48.91,49.28,47.09,47.48,"2,678,481,167","3,026,175,357"
litecoin,"Nov 29, 2019",47.09,49.32,47.09,48.88,"2,944,492,393","3,115,330,867"
litecoin,"Nov 28, 2019",48,48.55,47.02,47.06,"2,662,459,127","2,998,875,250"
litecoin,"Nov 27, 2019",47.16,48.52,45.44,48.01,"2,979,663,352","3,059,223,170"
litecoin,"Nov 26, 2019",45.81,47.54,45.66,47.27,"2,659,405,400","3,012,041,642"
litecoin,"Nov 25, 2019",44.77,47.27,42.96,45.83,"3,408,224,795","2,919,784,838"
litecoin,"Nov 24, 2019",48.71,48.78,44.73,44.73,"2,709,705,879","2,849,656,912"
litecoin,"Nov 23, 2019",47.62,48.71,46.78,48.71,"2,746,902,870","3,104,760,987"
litecoin,"Nov 22, 2019",50.88,51.39,44.89,47.62,"3,734,545,939","3,034,882,008"
litecoin,"Nov 21, 2019",55.28,55.44,50.15,50.88,"3,158,748,317","3,242,806,030"
litecoin,"Nov 20, 2019",55.63,56.66,55.09,55.29,"2,858,714,058","3,523,320,531"
litecoin,"Nov 19, 2019",56.8,57.59,54.94,55.62,"3,030,389,859","3,544,160,660"
litecoin,"Nov 18, 2019",59.57,60.08,55.86,56.8,"3,131,873,188","3,618,749,968"
litecoin,"Nov 17, 2019",58.6,60.67,58.34,59.57,"3,215,100,478","3,794,900,734"
litecoin,"Nov 16, 2019",57.79,59.18,57.47,58.57,"2,841,793,395","3,730,285,758"
litecoin,"Nov 15, 2019",59.48,60.47,57.54,57.81,"3,195,878,562","3,681,894,624"
litecoin,"Nov 14, 2019",61.08,61.22,59.42,59.43,"3,040,274,519","3,784,543,703"
litecoin,"Nov 13, 2019",61.37,62.06,60.87,61.11,"3,094,050,321","3,891,188,361"
litecoin,"Nov 12, 2019",61.93,62.47,60.69,61.34,"3,333,604,208","3,905,317,178"
litecoin,"Nov 11, 2019",63.78,64.34,61.37,61.9,"3,033,016,472","3,940,458,193"
litecoin,"Nov 10, 2019",61.9,64.6,61.81,63.84,"3,611,586,094","4,063,643,936"
litecoin,"Nov 09, 2019",60.49,62.15,60.38,61.95,"2,849,228,741","3,943,126,748"
litecoin,"Nov 08, 2019",61.88,62.45,59.51,60.53,"3,414,910,991","3,852,007,191"
litecoin,"Nov 07, 2019",64.24,64.41,61.08,61.84,"3,557,191,963","3,935,124,153"
litecoin,"Nov 06, 2019",63.35,64.27,62.96,64.27,"3,755,244,863","4,088,991,803"
litecoin,"Nov 05, 2019",61.58,64,61.32,63.3,"4,725,921,529","4,027,051,778"
litecoin,"Nov 04, 2019",58.6,62.18,58.38,61.57,"4,164,854,559","3,916,584,191"
litecoin,"Nov 03, 2019",58.59,58.97,57.64,58.63,"3,259,935,586","3,728,676,102"
litecoin,"Nov 02, 2019",58.58,59.33,58.22,58.6,"3,353,942,166","3,726,483,415"
litecoin,"Nov 01, 2019",58.75,58.75,57.72,58.58,"3,425,154,368","3,725,245,520"
litecoin,"Oct 31, 2019",58.36,60.08,57.69,58.78,"3,165,801,278","3,737,406,895"
litecoin,"Oct 30, 2019",59.87,60.89,57.6,58.42,"3,387,114,095","3,714,109,861"
litecoin,"Oct 29, 2019",58.05,60.66,58.05,59.87,"3,582,210,705","3,805,805,251"
litecoin,"Oct 28, 2019",59.92,61.91,57.67,58.13,"3,793,848,576","3,694,652,651"
litecoin,"Oct 27, 2019",56.8,61.87,55.92,59.91,"4,218,140,032","3,807,830,063"
litecoin,"Oct 26, 2019",56.95,61.73,54.73,56.78,"5,234,627,157","3,607,985,867"
litecoin,"Oct 25, 2019",50.11,57.32,49.61,56.94,"3,770,902,916","3,618,037,380"
litecoin,"Oct 24, 2019",49.68,50.47,49.02,50.07,"2,650,862,714","3,181,078,150"
litecoin,"Oct 23, 2019",53.75,53.82,48.5,49.63,"3,077,488,277","3,152,820,838"
litecoin,"Oct 22, 2019",54.93,55.29,53.64,53.74,"2,490,194,232","3,413,955,637"
litecoin,"Oct 21, 2019",54.92,55.56,54.02,54.94,"2,727,253,951","3,489,419,289"
litecoin,"Oct 20, 2019",54.06,55.44,53.22,54.93,"2,612,273,453","3,488,800,281"
stellar,"Dec 04, 2019",0.055917,0.056422,0.054416,0.055419,"207,789,246","1,111,416,307"
stellar,"Dec 03, 2019",0.056042,0.056821,0.055417,0.05598,"150,835,452","1,122,669,946"
stellar,"Dec 02, 2019",0.058098,0.058214,0.055986,0.056078,"204,095,722","1,124,621,901"
stellar,"Dec 01, 2019",0.059751,0.059877,0.05654,0.058082,"214,999,370","1,164,817,487"
stellar,"Nov 30, 2019",0.059306,0.060415,0.057283,0.059641,"228,259,886","1,196,086,467"
stellar,"Nov 29, 2019",0.058212,0.060932,0.058165,0.059152,"241,666,196","1,186,271,902"
stellar,"Nov 28, 2019",0.059208,0.060486,0.058179,0.058225,"224,143,848","1,167,681,753"
stellar,"Nov 27, 2019",0.058393,0.059952,0.056166,0.059057,"260,781,107","1,184,377,699"
stellar,"Nov 26, 2019",0.057542,0.059103,0.05652,0.058553,"218,983,844","1,174,266,799"
stellar,"Nov 25, 2019",0.056791,0.059389,0.05375,0.057595,"548,798,088","1,155,059,103"
stellar,"Nov 24, 2019",0.060602,0.061783,0.056881,0.056881,"795,594,528","1,140,743,320"
stellar,"Nov 23, 2019",0.059405,0.061716,0.057753,0.060364,"262,945,614","1,210,579,252"
stellar,"Nov 22, 2019",0.061737,0.061868,0.056237,0.059502,"304,545,334","1,193,303,118"
stellar,"Nov 21, 2019",0.065522,0.065701,0.061047,0.061683,"251,644,441","1,237,034,117"
stellar,"Nov 20, 2019",0.065691,0.06632,0.06454,0.065502,"219,882,275","1,313,627,943"
stellar,"Nov 19, 2019",0.068291,0.068679,0.06481,0.065751,"287,651,893","1,318,630,467"
stellar,"Nov 18, 2019",0.072133,0.072261,0.066962,0.068304,"245,433,022","1,369,817,366"
stellar,"Nov 17, 2019",0.071848,0.073095,0.071784,0.072137,"197,097,974","1,446,685,558"
stellar,"Nov 16, 2019",0.072347,0.072805,0.071748,0.071906,"173,395,847","1,442,049,711"
stellar,"Nov 15, 2019",0.074816,0.074972,0.071935,0.072335,"222,062,024","1,450,653,587"
stellar,"Nov 14, 2019",0.076506,0.076611,0.074027,0.07474,"217,039,030","1,498,902,353"
stellar,"Nov 13, 2019",0.077092,0.077628,0.07618,0.076576,"240,329,082","1,535,722,377"
stellar,"Nov 12, 2019",0.079813,0.082018,0.075886,0.077072,"359,731,187","1,545,652,295"
stellar,"Nov 11, 2019",0.078234,0.080633,0.076396,0.079809,"290,695,867","1,600,544,208"
stellar,"Nov 10, 2019",0.072877,0.079768,0.072733,0.078228,"343,258,930","1,568,851,587"
stellar,"Nov 09, 2019",0.071845,0.073439,0.07162,0.072812,"187,035,481","1,460,226,718"
stellar,"Nov 08, 2019",0.075006,0.076303,0.07055,0.071888,"271,749,982","1,441,694,136"
stellar,"Nov 07, 2019",0.078343,0.078494,0.074204,0.075014,"332,631,177","1,504,398,663"
stellar,"Nov 06, 2019",0.082237,0.08319,0.077835,0.078435,"352,059,614","1,573,003,648"
stellar,"Nov 05, 2019",0.076817,0.085214,0.076808,0.082164,"762,923,850","1,647,781,065"
stellar,"Nov 04, 2019",0.069165,0.07639,0.067937,0.07639,"347,400,349","1,531,981,226"
stellar,"Nov 03, 2019",0.071283,0.071871,0.068081,0.069091,"310,422,869","1,385,608,526"
stellar,"Nov 02, 2019",0.069217,0.071289,0.069216,0.071264,"287,438,284","1,429,192,254"
stellar,"Nov 01, 2019",0.065189,0.071221,0.064798,0.069231,"412,594,573","1,388,418,168"
stellar,"Oct 31, 2019",0.064612,0.065444,0.062958,0.065215,"279,328,071","1,307,869,766"
stellar,"Oct 30, 2019",0.066276,0.066611,0.063378,0.064568,"271,281,036","1,294,901,834"
stellar,"Oct 29, 2019",0.064768,0.068255,0.064701,0.066185,"279,077,969","1,327,327,934"
stellar,"Oct 28, 2019",0.064549,0.067163,0.064312,0.064778,"325,857,618","1,298,131,301"
stellar,"Oct 27, 2019",0.062585,0.064588,0.061923,0.064513,"287,822,040","1,292,824,227"
stellar,"Oct 26, 2019",0.06374,0.066609,0.062198,0.062557,"347,428,869","1,253,637,953"
stellar,"Oct 25, 2019",0.060642,0.064598,0.060078,0.063761,"302,338,874","1,277,752,865"
stellar,"Oct 24, 2019",0.060058,0.061739,0.059206,0.060612,"235,695,883","1,214,643,198"
stellar,"Oct 23, 2019",0.062935,0.063606,0.058735,0.059984,"257,731,071","1,201,815,663"
stellar,"Oct 22, 2019",0.064045,0.064512,0.062745,0.062811,"191,351,126","1,258,466,973"
stellar,"Oct 21, 2019",0.06326,0.064159,0.063026,0.063975,"189,287,650","1,281,740,024"
stellar,"Oct 20, 2019",0.063102,0.063676,0.062539,0.063247,"228,457,502","1,267,150,236"
stellar,"Oct 19, 2019",0.063758,0.063817,0.062863,0.06309,"212,225,225","1,264,000,391"
stellar,"Oct 18, 2019",0.064537,0.064606,0.062393,0.063717,"258,071,462","1,276,553,895"
stellar,"Oct 17, 2019",0.06243,0.064572,0.061928,0.064547,"258,080,003","1,293,197,546"
stellar,"Oct 16, 2019",0.064319,0.064837,0.061611,0.062401,"234,805,479","1,250,201,473"
stellar,"Oct 15, 2019",0.064919,0.065527,0.063154,0.064264,"231,975,480","1,287,400,269"
stellar,"Oct 14, 2019",0.060187,0.064944,0.060185,0.064925,"212,625,324","1,300,593,743"
tether,"Dec 04, 2019",1,1.02,0.981153,1.01,"24,761,899,935","4,140,656,482"
tether,"Dec 03, 2019",1,1.01,0.991071,1,"16,691,088,420","4,120,924,295"
tether,"Dec 02, 2019",1,1.02,0.991988,1,"19,093,390,526","4,114,951,368"
tether,"Dec 01, 2019",1,1.02,0.99508,1,"21,027,847,332","4,118,235,661"
tether,"Nov 30, 2019",1,1.02,0.998375,1,"19,145,198,648","4,115,041,871"
tether,"Nov 29, 2019",1,1.01,0.992586,1,"22,304,763,156","4,126,616,332"
tether,"Nov 28, 2019",1,1.02,1,1,"21,502,793,846","4,124,805,294"
tether,"Nov 27, 2019",1,1.03,0.981392,1.01,"27,416,693,309","4,128,694,013"
tether,"Nov 26, 2019",1,1.02,0.995267,1.01,"23,545,460,689","4,148,191,320"
tether,"Nov 25, 2019",1.01,1.02,0.993995,1,"33,648,447,519","4,120,837,393"
tether,"Nov 24, 2019",1.01,1.03,1,1.02,"25,990,545,761","4,180,011,937"
tether,"Nov 23, 2019",1,1.03,0.998878,1.01,"24,605,070,720","4,161,983,862"
tether,"Nov 22, 2019",1,1.02,0.991656,1,"39,068,899,485","4,120,554,484"
tether,"Nov 21, 2019",1.01,1.02,0.998885,1,"26,004,738,831","4,109,731,631"
tether,"Nov 20, 2019",1.01,1.02,1,1.01,"22,255,938,426","4,130,393,647"
tether,"Nov 19, 2019",1.01,1.03,1,1.01,"23,104,090,327","4,144,883,422"
tether,"Nov 18, 2019",1.01,1.02,1,1.01,"24,102,161,964","4,157,375,252"
tether,"Nov 17, 2019",1.01,1.02,1,1.01,"20,418,489,157","4,142,844,476"
tether,"Nov 16, 2019",1,1.01,1,1.01,"18,225,904,912","4,135,759,004"
tether,"Nov 15, 2019",1.01,1.02,0.995398,1,"25,291,395,573","4,113,666,666"
tether,"Nov 14, 2019",1,1.01,0.998471,1.01,"21,911,169,228","4,130,975,243"
tether,"Nov 13, 2019",1,1.01,0.999717,1,"20,071,939,197","4,121,088,708"
tether,"Nov 12, 2019",1,1.01,0.997774,1,"23,449,537,112","4,113,788,114"
tether,"Nov 11, 2019",1,1.01,0.997627,1,"23,739,145,075","4,118,061,437"
tether,"Nov 10, 2019",1,1.01,0.988144,1,"24,552,202,767","4,119,110,881"
tether,"Nov 09, 2019",1,1.01,0.998939,1,"20,459,420,156","4,108,822,609"
tether,"Nov 08, 2019",1.01,1.01,0.998418,1,"28,749,114,086","4,118,305,231"
tether,"Nov 07, 2019",1,1.01,0.997957,1.01,"27,694,410,589","4,131,592,434"
tether,"Nov 06, 2019",1.01,1.01,1,1,"28,578,448,466","4,120,504,628"
tether,"Nov 05, 2019",1,1.01,0.996082,1,"30,721,581,637","4,127,530,034"
tether,"Nov 04, 2019",1,1.01,0.99369,1,"30,710,349,697","4,125,883,665"
tether,"Nov 03, 2019",1.01,1.01,0.998527,1,"24,597,499,287","4,126,314,409"
tether,"Nov 02, 2019",1,1.01,0.997896,1,"23,973,071,925","4,127,588,892"
tether,"Nov 01, 2019",1.01,1.01,1,1,"27,864,589,885","4,124,890,871"
tether,"Oct 31, 2019",1.01,1.03,0.998004,1.01,"30,727,310,848","4,134,412,347"
tether,"Oct 30, 2019",1,1.01,0.99934,1.01,"32,807,890,269","4,132,087,645"
tether,"Oct 29, 2019",1,1.01,0.992977,1,"35,047,512,730","4,116,816,180"
tether,"Oct 28, 2019",1,1.01,0.978821,1,"38,665,694,771","4,119,771,724"
tether,"Oct 27, 2019",1,1.01,0.97702,1,"40,519,447,549","4,125,469,824"
tether,"Oct 26, 2019",1,1.01,0.969353,1,"53,509,128,965","4,114,596,274"
tether,"Oct 25, 2019",1.01,1.01,0.976078,1,"37,383,241,390","4,116,967,974"
xrp,"Dec 04, 2019",0.219824,0.22177,0.212603,0.216348,"1,427,312,577","9,364,745,688"
xrp,"Dec 03, 2019",0.219516,0.223179,0.216675,0.21987,"1,017,648,495","9,517,202,026"
xrp,"Dec 02, 2019",0.225386,0.227203,0.217283,0.219581,"1,187,513,777","9,507,818,760"
xrp,"Dec 01, 2019",0.226466,0.226525,0.220253,0.225333,"1,176,237,060","9,756,884,341"
xrp,"Nov 30, 2019",0.230232,0.233615,0.224546,0.226474,"1,160,032,624","9,806,315,573"
xrp,"Nov 29, 2019",0.224623,0.231636,0.224129,0.230217,"1,325,761,774","9,968,382,707"
xrp,"Nov 28, 2019",0.225221,0.231131,0.224198,0.22457,"1,244,175,231","9,723,838,882"
xrp,"Nov 27, 2019",0.221845,0.228498,0.216199,0.225081,"1,608,881,984","9,745,970,911"
xrp,"Nov 26, 2019",0.218464,0.223212,0.214957,0.222145,"1,322,723,640","9,618,843,673"
xrp,"Nov 25, 2019",0.222832,0.225923,0.207013,0.218622,"9,415,068,271","9,466,286,656"
xrp,"Nov 24, 2019",0.236227,0.236373,0.223184,0.223184,"2,932,397,174","9,663,857,831"
xrp,"Nov 23, 2019",0.231574,0.236188,0.227707,0.236188,"1,480,512,363","10,226,933,084"
xrp,"Nov 22, 2019",0.243775,0.246417,0.225687,0.2316,"2,012,230,945","10,028,238,451"
xrp,"Nov 21, 2019",0.251316,0.253512,0.240784,0.243766,"1,586,333,624","10,555,043,277"
xrp,"Nov 20, 2019",0.256545,0.259139,0.250331,0.251364,"1,319,069,498","10,884,017,518"
xrp,"Nov 19, 2019",0.255646,0.258563,0.246971,0.2565,"1,420,685,334","11,106,437,807"
xrp,"Nov 18, 2019",0.265137,0.265514,0.249842,0.255653,"1,452,996,115","11,069,403,326"
xrp,"Nov 17, 2019",0.264009,0.269385,0.262832,0.265253,"1,273,573,229","11,485,052,604"
xrp,"Nov 16, 2019",0.261694,0.265443,0.260609,0.263886,"1,195,333,401","11,425,884,645"
xrp,"Nov 15, 2019",0.270463,0.271049,0.259878,0.261654,"1,548,251,349","11,329,241,896"
xrp,"Nov 14, 2019",0.272903,0.273868,0.268069,0.270391,"1,264,478,184","11,707,513,880"
xrp,"Nov 13, 2019",0.272379,0.275665,0.271303,0.273036,"1,278,922,350","11,822,051,383"
xrp,"Nov 12, 2019",0.275179,0.277042,0.270781,0.272418,"1,404,766,289","11,795,294,866"
xrp,"Nov 11, 2019",0.280164,0.281727,0.272008,0.275086,"1,437,677,669","11,910,794,571"
xrp,"Nov 10, 2019",0.280273,0.283117,0.276669,0.280204,"1,557,437,413","12,132,388,502"
xrp,"Nov 09, 2019",0.276863,0.282471,0.276328,0.280196,"1,449,652,131","12,117,941,815"
xrp,"Nov 08, 2019",0.292438,0.292612,0.274005,0.276953,"2,026,687,432","11,977,697,598"
xrp,"Nov 07, 2019",0.310175,0.313278,0.283395,0.292431,"2,430,065,390","12,647,080,586"
xrp,"Nov 06, 2019",0.301103,0.311605,0.298735,0.310086,"1,790,567,871","13,410,631,514"
xrp,"Nov 05, 2019",0.299906,0.304524,0.297917,0.301255,"1,964,177,330","13,028,715,563"
xrp,"Nov 04, 2019",0.291236,0.299949,0.290893,0.299937,"1,647,597,869","12,971,721,432"
xrp,"Nov 03, 2019",0.296272,0.297173,0.288818,0.291261,"1,381,510,371","12,596,463,117"
xrp,"Nov 02, 2019",0.292688,0.299039,0.292539,0.296263,"1,460,243,469","12,812,796,808"
xrp,"Nov 01, 2019",0.296389,0.296487,0.288932,0.292642,"1,572,251,058","12,656,190,134"
xrp,"Oct 31, 2019",0.296527,0.302379,0.290938,0.296358,"1,666,132,252","12,816,900,825"
xrp,"Oct 30, 2019",0.301913,0.30518,0.292403,0.296555,"1,883,224,296","12,825,432,798"
xrp,"Oct 29, 2019",0.295991,0.307984,0.295357,0.301956,"2,125,813,360","13,058,999,924"
xrp,"Oct 28, 2019",0.298143,0.302837,0.293587,0.296007,"2,061,536,473","12,801,729,616"
xrp,"Oct 27, 2019",0.293886,0.301481,0.289935,0.2981,"2,237,941,946","12,892,254,871"
xrp,"Oct 26, 2019",0.298039,0.31029,0.286818,0.293699,"3,122,465,894","12,701,942,701"
xrp,"Oct 25, 2019",0.278607,0.299947,0.27724,0.298165,"2,486,979,029","12,895,056,501"
xrp,"Oct 24, 2019",0.274101,0.281281,0.269274,0.278491,"1,638,078,551","12,042,668,475"
xrp,"Oct 23, 2019",0.291556,0.292737,0.260083,0.274143,"2,172,985,938","11,854,650,118"
xrp,"Oct 22, 2019",0.293019,0.301484,0.291104,0.291607,"1,632,212,674","12,609,856,226"
